filepath,class
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024677.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024678.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024679.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024680.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024681.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024682.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024683.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024684.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024685.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024686.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024687.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024688.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024689.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024690.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024691.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024692.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024693.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024694.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024695.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024696.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024697.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024698.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024699.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024700.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024701.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024702.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024703.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024704.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024705.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024706.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024707.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024708.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024709.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024710.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024711.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024712.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024713.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024714.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024715.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024716.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024717.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024718.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024719.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024720.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024721.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024722.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024723.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024724.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024725.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024726.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024727.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024728.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024729.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024730.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024731.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024732.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024733.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024734.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024735.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024736.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024737.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024738.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024739.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024740.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024741.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024742.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024743.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024744.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024745.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024746.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024747.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024748.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024749.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024750.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024751.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024752.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024753.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024754.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024755.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024756.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024757.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024758.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024759.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024760.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024761.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024762.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024763.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024764.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024765.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024766.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024767.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024768.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024769.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024770.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024771.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024772.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024773.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024774.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024775.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024776.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024777.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024778.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024779.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024780.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024781.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024782.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024783.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024784.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024785.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024786.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024787.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024788.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024789.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024790.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024791.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024792.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024793.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024794.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024795.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024796.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024797.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024798.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024799.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024800.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024801.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024802.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024803.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024804.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024805.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024806.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024807.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024808.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024809.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024810.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024811.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024812.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024813.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024814.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024815.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024816.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024817.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024818.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024819.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024820.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024821.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024822.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024823.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024824.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024825.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024826.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024827.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024828.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024829.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024830.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024831.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024832.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024833.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024834.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024835.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024836.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024837.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024838.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024839.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024840.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024841.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024842.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024843.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024844.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024845.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024846.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024847.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024848.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024849.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024850.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024851.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024852.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024853.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024854.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024855.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024856.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024857.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024858.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024859.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024860.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024861.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024862.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024863.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024864.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024865.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024866.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024867.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024868.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024869.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024870.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024871.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024872.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024873.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024874.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024875.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024876.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024877.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024878.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024879.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024880.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024881.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024882.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024883.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024884.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024885.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024886.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024887.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024888.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024889.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024890.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024891.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024892.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024893.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024894.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024895.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024896.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024897.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024898.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024899.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024900.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024901.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024902.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024903.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024904.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024905.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024906.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024907.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024908.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024909.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024910.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024911.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024912.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024913.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024914.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024915.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024916.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024917.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024918.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024919.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024920.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024921.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024922.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024923.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024924.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024925.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024926.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024927.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024928.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024929.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024930.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024931.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024932.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024933.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024934.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024935.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024936.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024937.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024938.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024939.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024940.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024941.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024942.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024943.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024944.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024945.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024946.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024947.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024948.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024949.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024950.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024951.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024952.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024953.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024954.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024955.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024956.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024957.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024958.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024959.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024960.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024961.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024962.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024963.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024964.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024965.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024966.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024967.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024968.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024969.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024970.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024971.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024972.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024973.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024974.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024975.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024976.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024977.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024978.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024979.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024980.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024981.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024982.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024983.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024984.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024985.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024986.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024987.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024988.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024989.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024990.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024991.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024992.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024993.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024994.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024995.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024996.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024997.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024998.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_024999.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_025000.jpg,real
C:\Users\HUAWEI\Desktop\Graduation project\Face-detection\real\r_025001.jpg,real
